Date,Discharge,maxtempC,mintempC,sunHour,uvIndex,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
9/4/12,0.29,29,21,12.5,6,22,27,27,25,7,44,86,1.6,1010,29,7,187,5
9/5/12,0.3,29,23,12.5,6,22,28,28,25,5,41,86,7.6,1011,29,8,199,3
9/6/12,0.29,26,22,12.5,5,22,27,27,24,4,36,89,4.1,1011,26,10,212,3
9/7/12,8.49,26,22,12.5,5,22,27,27,24,7,30,88,4.1,1012,26,10,181,4
9/8/12,6.7,28,21,12.5,6,21,27,27,24,6,38,84,3.3,1011,28,10,185,4
9/9/12,3.06,26,22,12.5,5,22,26,26,24,7,49,90,5.7,1011,26,7,214,4
9/10/12,0.6,27,21,12.5,5,21,26,26,24,7,30,87,4.8,1011,27,10,186,5
9/11/12,0.43,28,21,12.5,5,21,26,26,24,6,37,84,6.2,1012,28,9,188,4
9/12/12,0.39,28,20,11.6,5,21,26,26,24,7,27,83,3.7,1011,28,10,213,5
9/13/12,0.39,28,21,11.6,6,21,27,27,24,8,46,86,11.7,1010,28,9,226,5
9/14/12,0.39,28,22,8.8,6,22,27,27,24,7,65,88,11.4,1010,28,9,202,5
9/15/12,0.39,28,22,8.8,5,22,27,27,24,5,48,87,6.7,1010,28,9,155,4
9/16/12,0.41,27,22,11.6,5,22,27,27,24,7,45,87,1.6,1011,27,9,114,5
9/17/12,0.4,29,21,11.6,6,22,27,27,24,6,33,85,2.9,1011,29,10,180,4
9/18/12,0.41,29,21,11.6,6,22,28,28,25,8,23,82,2.3,1011,29,10,231,5
9/19/12,0.52,28,21,8.8,6,22,27,27,24,7,57,87,3.7,1010,28,10,204,5
9/20/12,0.53,28,22,11.6,6,23,27,27,24,7,49,89,3.8,1011,28,10,143,4
9/21/12,0.44,27,21,11.6,6,22,27,27,24,7,32,87,4.7,1011,27,10,208,5
9/22/12,0.43,28,21,11.6,6,22,27,27,24,6,31,85,3.5,1010,28,10,210,4
9/23/12,1.42,27,22,11.6,6,22,27,27,24,6,29,86,1.1,1009,27,10,225,4
9/24/12,2.03,29,22,11.6,7,22,27,27,25,8,19,84,0.3,1009,29,10,196,5
9/25/12,0.64,29,21,11.6,6,22,28,28,25,8,20,83,2.9,1009,29,10,190,5
9/26/12,0.5,27,21,11.6,6,22,27,27,25,7,19,86,1.3,1010,27,10,185,5
9/27/12,0.48,28,21,11.6,6,22,28,28,25,6,36,88,1.7,1011,28,6,229,5
9/28/12,0.52,27,22,11.6,6,23,27,27,25,6,29,89,4,1011,27,8,237,4
9/29/12,0.5,27,22,11.6,6,22,27,27,25,6,32,87,6.4,1012,27,10,182,4
9/30/12,0.57,28,22,8.8,6,22,27,27,24,8,63,86,4.2,1012,28,9,188,5
10/1/12,0.5,28,22,11.6,6,22,28,28,25,6,44,86,9,1013,28,9,170,4
10/2/12,0.48,27,21,11.6,6,22,27,27,24,7,28,86,8.6,1013,27,9,224,5
10/3/12,0.48,29,21,11.6,6,22,27,27,25,7,24,84,6.3,1011,29,9,172,5
10/4/12,0.45,28,21,11.6,6,22,27,27,24,7,28,85,5.3,1010,28,9,133,5
10/5/12,0.43,27,22,11.6,6,22,27,27,25,6,28,87,3.8,1011,27,10,209,4
10/6/12,0.43,27,22,11.6,6,22,27,27,25,5,42,88,8,1011,27,8,215,3
10/7/12,0.43,28,22,11.6,5,22,27,27,24,9,48,87,15.8,1011,28,8,214,6
10/8/12,0.41,27,22,10.2,6,22,27,27,24,4,40,86,3.8,1010,27,10,226,3
10/9/12,0.39,28,22,11.6,7,22,28,28,25,6,25,86,0.1,1009,28,10,212,4
10/10/12,0.39,27,21,11.6,6,22,27,27,25,5,29,88,1,1010,27,10,209,4
10/11/12,0.39,28,22,11.6,6,22,27,27,25,5,35,87,2.3,1010,28,10,222,3
10/12/12,0.36,28,21,11.6,6,22,28,28,25,6,26,86,4,1011,28,9,134,4
10/13/12,0.35,29,22,11.6,6,22,28,28,25,7,28,85,1.8,1010,29,10,102,5
10/14/12,0.35,29,22,11.6,6,21,28,28,25,8,19,81,1.5,1011,29,10,138,5
10/15/12,0.36,29,22,11.6,6,21,28,28,25,6,35,82,4.2,1012,29,10,132,4
10/16/12,0.35,29,22,11.6,6,22,27,27,25,8,31,83,1.8,1011,29,10,212,5
10/17/12,0.35,28,21,11.6,6,22,27,27,25,6,36,87,4.5,1011,28,10,205,4
10/18/12,0.33,26,22,11.6,6,22,27,27,24,6,35,87,4.2,1011,26,10,149,4
10/19/12,0.32,28,21,11.6,7,22,27,27,24,8,46,85,0,1010,28,10,145,5
10/20/12,0.32,28,22,11.6,6,22,27,27,24,5,50,87,0.4,1010,28,10,219,4
10/21/12,0.32,27,22,11.6,6,22,27,27,24,6,32,87,1.1,1010,27,10,181,4
10/22/12,0.32,26,22,11.6,6,22,27,27,24,6,34,88,6,1009,26,10,245,4
10/23/12,0.3,28,21,10.2,6,22,27,27,24,7,51,86,0,1008,28,10,232,5
10/24/12,0.29,25,21,6.1,5,21,26,26,23,6,66,90,4.6,1008,25,10,174,3
10/25/12,0.29,27,21,11.6,6,22,27,27,24,9,41,87,9.5,1008,27,9,185,6
10/26/12,0.29,26,21,10.2,5,22,26,26,24,6,54,90,1,1009,26,9,79,4
10/27/12,0.29,28,22,11.6,7,22,27,27,25,7,36,86,0.3,1009,28,9,151,5
10/28/12,0.29,28,21,11.6,7,22,27,27,25,7,42,84,0.1,1009,28,10,198,5
10/29/12,0.29,28,22,11.6,6,22,28,28,25,7,25,85,0.3,1008,28,10,166,5
10/30/12,0.27,29,22,11.6,6,22,27,27,25,6,33,86,3.7,1008,29,10,179,4
10/31/12,0.26,28,22,11.6,6,22,27,27,25,6,41,86,4.7,1009,28,10,141,4
11/1/12,0.26,27,21,10.2,6,22,27,27,24,7,39,87,6,1009,27,10,179,5
11/2/12,0.26,28,22,11.6,6,22,27,27,24,7,37,86,3.3,1009,28,10,122,4
11/3/12,0.26,27,22,11.6,5,22,27,27,24,7,46,89,12.1,1009,27,9,195,4
11/4/12,0.26,26,22,8.8,5,22,26,26,24,7,67,90,12.9,1009,26,8,235,5
11/5/12,0.26,27,21,10.2,5,22,27,27,24,5,61,88,6.3,1009,27,10,222,3
11/6/12,0.26,27,22,8.8,5,22,27,27,24,6,62,87,5.6,1009,27,10,244,4
11/7/12,0.25,27,22,10.2,5,22,27,27,24,4,69,88,0.4,1009,27,10,249,3
11/8/12,0.25,27,21,11.6,7,22,27,27,24,6,39,86,0,1008,27,10,218,4
11/9/12,0.24,28,22,11.6,6,22,27,27,25,6,50,87,9.4,1009,28,9,206,4
11/10/12,0.23,27,23,11.6,6,23,27,27,25,6,41,89,9.6,1009,27,9,225,4
11/11/12,0.23,26,21,11.6,5,23,27,27,24,6,52,90,19.7,1009,26,9,241,4
11/12/12,0.23,28,22,11.6,6,23,28,28,25,6,42,87,6.2,1009,28,8,222,4
11/13/12,0.23,26,22,7.4,5,22,27,27,24,7,54,89,7.5,1009,26,10,190,5
11/14/12,0.23,29,22,11.6,6,22,28,28,25,8,21,85,1.8,1009,29,10,168,6
11/15/12,0.26,28,22,11.6,6,22,28,28,25,7,40,86,4,1010,28,10,189,5
11/16/12,0.26,27,23,10.2,6,23,27,27,25,7,59,89,11.6,1010,27,9,250,5
11/17/12,0.26,27,22,11.6,6,22,27,27,24,6,57,89,2.5,1010,27,7,259,5
11/18/12,0.25,28,22,11.6,6,22,27,27,25,6,35,86,17.6,1010,28,9,283,4
11/19/12,0.23,28,23,10.2,6,23,27,27,25,8,45,89,9.4,1010,28,9,249,5
11/20/12,0.23,27,23,8.8,6,22,27,27,25,6,67,88,13.4,1010,27,9,244,4
11/21/12,0.23,27,22,11.6,5,22,27,27,24,7,37,86,2.4,1010,27,10,213,5
11/22/12,0.23,28,22,11.6,6,22,27,27,25,6,34,84,3.4,1010,28,9,195,4
11/23/12,0.23,28,23,11.6,6,22,27,27,25,6,43,86,8.1,1010,28,9,242,4
11/24/12,0.23,27,22,10.2,5,22,27,27,24,5,63,88,4.6,1010,27,10,131,3
11/25/12,0.23,27,22,10.2,5,22,27,27,24,7,42,89,0.2,1011,27,10,187,4
11/26/12,0.23,27,21,10.2,5,22,27,27,24,5,41,88,1,1010,27,10,209,3
11/27/12,0.23,27,21,11.6,5,22,27,27,24,6,32,89,6.4,1010,27,9,173,4
11/28/12,0.23,28,22,11.6,6,22,27,27,25,7,34,88,7,1010,28,10,191,4
11/29/12,0.23,27,22,10.2,6,22,27,27,25,6,46,88,8.2,1009,27,9,177,4
11/30/12,0.23,28,22,11.6,6,22,28,28,25,5,31,87,6.9,1009,28,10,186,3
12/1/12,0.23,28,22,11.6,6,22,28,28,25,8,33,86,4.1,1009,28,9,171,5
12/2/12,0.22,27,22,11.6,6,23,28,28,25,5,36,89,8.9,1009,27,9,126,3
12/3/12,0.21,27,22,11.6,6,22,27,27,24,6,41,89,7.4,1009,27,9,274,4
12/4/12,0.21,26,22,10.2,5,22,26,26,24,6,58,90,4.2,1009,26,8,240,4
12/5/12,0.21,26,22,7.4,5,22,26,26,24,5,64,91,9.3,1010,26,8,183,3
12/6/12,0.21,28,22,11.6,6,22,27,27,25,5,43,86,2.5,1010,28,10,175,3
12/7/12,0.21,27,22,10.2,5,22,26,26,24,8,49,87,1.5,1011,27,10,148,5
12/8/12,0.21,28,21,11.6,6,22,27,27,25,5,35,85,3.4,1010,28,10,200,3
12/9/12,0.21,26,22,10.2,5,22,27,27,24,7,47,88,13.5,1009,26,9,258,4
12/10/12,0.21,26,22,9.2,5,22,26,26,24,6,62,90,9.1,1010,26,8,220,4
12/11/12,0.21,28,21,12.5,6,22,27,27,24,6,40,86,4.5,1009,28,10,246,4
12/12/12,0.21,27,21,12.5,6,22,27,27,24,5,38,86,5,1010,27,9,219,4
12/13/12,0.21,27,22,12.5,5,22,27,27,24,8,46,86,6.4,1010,27,10,172,5
12/14/12,0.23,28,21,11.8,5,22,26,26,24,8,56,87,7.6,1011,28,9,172,5
12/15/12,0.23,28,22,12.5,5,22,27,27,24,7,40,87,5.2,1010,28,9,218,5
12/16/12,0.23,28,20,12.5,6,21,26,26,24,5,32,85,2.3,1010,28,10,123,4
12/17/12,0.26,28,21,12.5,6,22,27,27,24,8,31,85,3.4,1009,28,10,143,5
12/18/12,0.27,29,21,12.5,6,21,27,27,24,8,23,83,2.3,1009,29,10,263,5
12/19/12,0.26,27,21,12.5,6,22,27,27,24,6,32,88,5,1008,27,8,299,4
12/20/12,0.28,27,21,9.2,5,22,27,27,24,4,61,86,1.3,1008,27,9,205,3
12/21/12,0.29,28,22,12.5,6,22,27,27,25,6,60,85,4,1008,28,10,238,4
12/22/12,0.28,25,22,12.5,5,22,26,26,24,7,45,92,5.9,1007,25,8,287,4
12/23/12,0.26,27,22,11.8,5,22,27,27,24,7,64,88,9.3,1008,27,9,276,5
12/24/12,0.26,26,22,11.8,5,22,26,26,24,7,61,91,4.6,1008,26,8,260,5
12/25/12,0.26,28,22,12.5,6,22,27,27,25,7,49,88,0.9,1007,28,9,262,5
12/26/12,0.26,28,22,12.5,6,22,27,27,25,4,38,86,3.4,1007,28,9,266,3
12/27/12,0.26,28,22,12.5,6,22,28,28,25,7,35,85,5.5,1007,28,10,232,4
12/28/12,0.26,28,23,12.5,6,23,28,28,25,6,45,87,6,1007,28,10,183,4
12/29/12,0.26,27,22,11.8,5,23,27,27,24,7,47,91,9,1007,27,8,212,5
12/30/12,0.26,27,21,12.5,6,22,27,27,25,6,38,89,6.9,1007,27,10,234,4
12/31/12,0.26,27,22,12.5,5,22,27,27,24,8,49,88,2.7,1008,27,10,251,5
1/1/13,2.67,26,22,12.5,6,22,27,27,24,8,46,85,1.1,1009,26,10,259,5
1/2/13,7.03,28,22,12.5,6,21,27,27,24,8,36,84,2.1,1009,28,10,277,6
1/3/13,41.1,28,21,12.5,6,21,27,27,25,7,24,83,1,1009,28,10,237,5
1/4/13,5.12,29,21,12.5,6,21,27,27,25,12,24,80,1,1007,29,10,224,7
1/5/13,3.1,29,22,12.5,6,20,27,27,25,15,41,78,0.7,1007,29,10,210,9
1/6/13,2.06,28,22,12.1,7,20,27,27,25,14,35,74,0.1,1008,28,10,236,9
1/7/13,1.48,28,22,12.1,6,20,26,26,24,14,41,79,1,1009,28,10,267,9
1/8/13,2.14,29,22,11.6,6,21,27,27,25,11,37,80,0.2,1008,29,10,292,8
1/9/13,7.59,28,22,11.6,6,21,27,27,25,11,23,82,1,1008,28,10,299,7
1/10/13,2.37,29,22,11.6,7,20,27,27,25,10,22,74,0,1008,29,10,240,7
1/11/13,1.29,30,22,11.6,7,19,28,28,26,12,18,67,0,1008,30,10,235,8
1/12/13,3.05,29,22,10.2,6,20,27,27,25,12,36,75,0.9,1009,29,10,209,7
1/13/13,1.32,30,21,11.6,6,19,28,28,25,12,20,69,0.4,1009,30,10,216,8
1/14/13,3.17,28,22,11.6,6,20,28,28,25,12,26,75,1.8,1009,28,10,222,7
1/15/13,1.61,29,22,11.6,6,20,28,28,26,10,32,74,1.3,1010,29,10,257,6
1/16/13,1.11,28,22,11.6,6,21,27,27,25,9,40,80,1.8,1011,28,10,242,6
1/17/13,1.03,29,22,11.6,6,21,27,27,25,9,33,80,2.1,1011,29,10,224,6
1/18/13,0.98,29,21,10.2,6,22,28,28,25,9,39,85,3.1,1010,29,10,326,6
1/19/13,0.92,27,23,10.2,6,23,27,27,25,5,48,88,6.8,1010,27,8,300,4
1/20/13,0.86,27,21,11.6,6,22,27,27,25,5,29,87,5.8,1011,27,9,277,4
1/21/13,0.81,28,23,11.6,6,22,28,28,25,8,37,86,2.7,1012,28,9,299,6
1/22/13,0.76,27,23,11.6,6,22,27,27,25,9,42,88,2.2,1011,27,10,272,6
1/23/13,0.7,28,22,11.6,6,22,27,27,25,6,36,86,2,1010,28,10,275,4
1/24/13,5.52,28,22,10.2,6,22,27,27,24,9,45,85,2.1,1011,28,10,273,6
1/25/13,1.11,28,22,8.8,5,22,27,27,24,7,56,86,3.6,1011,28,9,269,5
1/26/13,0.71,28,21,10.2,6,21,27,27,24,10,51,81,0.7,1011,28,10,238,7
1/27/13,0.99,28,22,11.6,6,21,26,26,24,10,46,83,4.3,1012,28,9,230,7
1/28/13,5.88,28,21,10.2,6,21,27,27,25,10,64,84,6.1,1011,28,9,270,7
1/29/13,1.17,24,22,8.8,5,21,26,26,23,8,65,89,3,1012,24,9,214,6
1/30/13,0.77,28,21,11.6,6,20,27,27,25,8,33,79,0.9,1012,28,10,282,6
1/31/13,0.76,28,22,7.4,6,22,27,27,25,7,52,84,3.5,1012,28,9,232,5
2/1/13,0.76,28,22,11.6,6,22,27,27,25,6,43,83,3.1,1012,28,10,125,4
2/2/13,0.72,28,23,11.6,6,22,27,27,25,8,41,86,5.3,1011,28,9,93,5
2/3/13,0.7,28,22,11.6,6,21,27,27,25,10,37,82,3.1,1011,28,10,111,6
2/4/13,0.67,29,21,11.6,6,21,27,27,25,9,27,79,2.8,1011,29,10,181,6
2/5/13,0.63,28,22,11.6,6,22,27,27,25,7,32,86,6.4,1011,28,10,210,5
2/6/13,0.77,27,22,10.2,6,22,27,27,24,5,37,88,3.8,1011,27,10,235,3
2/7/13,2.86,27,22,8.8,6,22,27,27,24,6,57,86,11.7,1009,27,9,198,4
2/8/13,1.34,27,22,11.6,6,22,27,27,24,6,48,88,8.8,1010,27,9,140,4
2/9/13,0.72,27,22,8.8,5,22,27,27,24,7,61,88,5.5,1010,27,10,192,5
2/10/13,0.7,27,22,7.4,5,22,27,27,24,6,61,87,15,1010,27,9,214,4
2/11/13,1.71,28,21,11.6,6,22,27,27,25,7,33,86,3.1,1009,28,10,188,5
2/12/13,1.14,28,22,11.6,6,22,27,27,24,8,34,85,6.8,1009,28,10,184,5
2/13/13,0.78,27,22,8.8,5,22,26,26,24,6,59,87,3.2,1009,27,8,223,4
2/14/13,0.76,27,22,8.8,5,22,27,27,24,7,57,89,8.2,1008,27,8,228,5
2/15/13,0.76,25,23,8.8,5,22,26,26,24,4,53,91,9.3,1008,25,9,266,3
2/16/13,0.75,27,22,8.8,6,22,27,27,24,9,56,86,1,1008,27,10,288,6
2/17/13,0.71,28,21,11.6,5,21,27,27,24,6,38,86,3.4,1008,28,10,256,4
2/18/13,0.7,28,21,8.8,6,21,27,27,24,8,51,85,1.4,1007,28,10,278,6
2/19/13,0.81,27,22,10.2,6,21,27,27,24,9,50,85,0,1007,27,10,275,7
2/20/13,0.68,29,22,11.6,6,21,27,27,25,9,42,78,0.4,1007,29,10,251,6
2/21/13,2.37,29,21,11.6,6,20,27,27,25,11,40,72,0.4,1007,29,10,235,8
2/22/13,4.92,29,22,11.6,6,20,28,28,26,8,38,72,0.3,1008,29,10,220,6
2/23/13,2.29,29,22,11.6,6,21,28,28,25,10,36,77,2,1009,29,10,295,7
2/24/13,1.72,29,22,11.6,6,23,29,29,26,7,26,83,2.1,1008,29,10,292,5
2/25/13,0.96,29,22,11.6,6,22,28,28,26,6,24,84,2.1,1009,29,10,273,4
2/26/13,0.88,29,22,10.2,6,22,28,28,25,6,43,85,2.9,1010,29,9,260,4
2/27/13,0.88,28,22,11.6,6,22,28,28,25,8,27,84,1.1,1010,28,10,208,6
2/28/13,0.85,29,21,11.6,6,21,28,28,25,7,33,82,2.3,1009,29,10,259,5
3/1/13,0.82,29,22,11.6,7,21,28,28,25,7,41,77,0,1010,29,10,261,5
3/2/13,0.82,30,21,11.6,6,21,28,28,25,8,32,79,0.3,1011,30,10,250,6
3/3/13,0.77,28,22,11.6,6,22,27,27,25,8,33,84,1.4,1010,28,10,274,5
3/4/13,0.76,28,22,11.6,6,22,27,27,25,9,49,84,2.4,1010,28,10,287,6
3/5/13,0.7,29,22,11.6,7,22,28,28,25,7,37,85,0.1,1011,29,10,255,5
3/6/13,0.66,23,22,6,5,21,25,25,22,6,89,93,1.2,1012,23,10,209,4
3/7/13,0.63,29,21,11.6,6,21,27,27,25,7,24,80,0.9,1011,29,10,271,5
3/8/13,0.6,28,22,11.6,6,22,28,28,25,8,23,84,1.9,1010,28,10,287,5
3/9/13,0.57,28,22,11.6,7,22,28,28,25,8,30,85,0,1011,28,10,258,6
3/10/13,2.95,29,22,11.6,6,21,27,27,25,8,37,81,1.8,1011,29,10,243,6
3/11/13,1.3,28,22,10.2,6,21,27,27,25,8,40,82,1.9,1011,28,10,239,6
3/12/13,0.7,28,22,10.2,6,22,27,27,25,8,41,84,3.6,1011,28,10,254,5
3/13/13,0.66,27,22,11.6,6,22,27,27,25,7,23,85,2.7,1011,27,10,270,5
3/14/13,0.65,28,21,11.6,6,21,27,27,25,8,22,81,1.2,1012,28,10,243,5
3/15/13,0.64,29,21,11.6,6,22,28,28,25,7,21,83,2.9,1012,29,10,262,5
3/16/13,0.63,28,21,11.6,6,22,27,27,25,8,32,86,4.2,1012,28,10,275,5
3/17/13,0.63,28,21,10.2,6,22,27,27,25,6,38,85,5.6,1011,28,9,251,4
3/18/13,0.61,28,22,10.2,6,22,27,27,25,6,50,87,4.9,1010,28,9,267,4
3/19/13,0.58,27,22,10.2,5,22,27,27,24,6,57,89,11.8,1010,27,9,180,4
3/20/13,0.55,27,21,11.6,6,22,27,27,24,6,33,86,3.6,1010,27,9,212,4
3/21/13,0.53,28,20,11.6,6,22,27,27,24,7,31,84,4.7,1010,28,10,239,5
3/22/13,0.53,27,22,11.6,6,22,27,27,24,7,40,87,5.8,1009,27,9,244,5
3/23/13,0.5,27,22,8.8,6,22,27,27,25,5,54,87,3.4,1009,27,10,137,4
3/24/13,3.36,28,22,11.6,6,22,28,28,25,6,29,86,6.3,1009,28,10,233,4
3/25/13,0.76,28,21,10.2,6,22,28,28,25,6,34,84,2.9,1009,28,10,270,4
3/26/13,0.53,29,22,11.6,6,22,28,28,25,7,26,84,7.3,1009,29,9,223,4
3/27/13,4,28,21,11.6,6,22,28,28,25,7,37,84,3.6,1009,28,10,276,5
3/28/13,1.32,29,22,11.6,6,22,28,28,25,6,26,83,2.9,1009,29,10,250,4
3/29/13,1.9,30,22,11.6,6,21,28,28,25,7,28,79,1.5,1009,30,10,244,5
3/30/13,0.95,28,23,11.6,6,23,28,28,25,7,31,86,5.5,1009,28,9,243,5
3/31/13,0.73,29,23,11.6,6,23,28,28,25,7,31,87,4.6,1009,29,9,266,5
4/1/13,0.73,28,23,11.6,6,23,28,28,25,7,53,86,16.7,1010,28,8,245,5
4/2/13,0.71,28,22,11.6,6,23,28,28,25,8,53,88,6.8,1009,28,9,234,5
4/3/13,0.7,29,23,11.6,6,23,28,28,25,8,27,87,5.5,1008,29,9,224,5
4/4/13,0.71,29,23,10.2,6,23,28,28,25,6,45,87,5.7,1008,29,9,235,4
4/5/13,0.68,28,23,11.6,6,23,28,28,25,6,39,86,7.1,1008,28,8,167,4
4/6/13,0.78,28,23,12.1,6,23,28,28,25,7,49,88,7.8,1007,28,9,175,5
4/7/13,0.63,28,23,12.1,6,23,27,27,25,8,46,88,12.4,1007,28,9,194,5
4/8/13,0.6,23,22,7.5,5,22,25,25,23,9,83,94,20.6,1010,23,6,205,5
4/9/13,0.58,24,22,7.5,5,22,25,25,23,6,91,94,6.6,1010,24,9,133,4
4/10/13,0.58,25,22,12.5,5,22,26,26,24,4,62,92,2.1,1009,25,6,229,3
4/11/13,0.54,26,22,12.5,5,22,27,27,24,7,51,91,8.4,1009,26,8,232,5
4/12/13,0.53,26,22,12.4,5,22,26,26,24,5,53,89,1.7,1010,26,9,227,3
4/13/13,0.52,29,21,12.4,6,22,28,28,25,6,33,83,1.7,1010,29,10,200,4
4/14/13,0.62,29,22,12.4,6,23,28,28,25,6,48,86,3.2,1010,29,10,244,4
4/15/13,0.54,29,22,12.5,6,22,28,28,25,6,33,82,2.8,1009,29,10,272,4
4/16/13,0.48,29,22,12.4,6,22,28,28,25,6,34,85,7.7,1009,29,9,204,4
4/17/13,0.52,29,22,12.4,6,23,29,29,26,7,19,82,3.6,1009,29,9,181,5
4/18/13,0.49,28,23,10.5,6,23,28,28,25,7,47,87,10.1,1008,28,9,228,5
4/19/13,0.83,25,21,9.1,5,21,25,25,23,11,91,90,5.4,1011,25,6,196,7
4/20/13,0.85,29,21,12.4,6,20,27,27,25,9,43,77,0.8,1010,29,10,198,6
4/21/13,0.53,28,22,12.4,6,22,28,28,25,7,50,83,3.1,1010,28,10,146,5
4/22/13,1.02,30,22,12.4,6,22,28,28,26,6,23,80,1.7,1010,30,10,106,4
4/23/13,0.62,30,22,11.8,6,22,28,28,25,7,46,82,6.7,1011,30,10,199,5
4/24/13,2.67,27,23,11.8,6,22,27,27,24,7,56,88,6,1011,27,9,246,4
4/25/13,1.17,27,22,11.8,6,22,27,27,25,5,55,88,6.5,1011,27,10,186,3
4/26/13,0.7,27,22,12.4,6,22,27,27,24,7,52,87,3.8,1011,27,9,186,4
4/27/13,0.69,26,22,12.4,5,22,27,27,24,8,53,88,6.9,1011,26,9,170,5
4/28/13,0.69,29,22,12.4,6,22,28,28,25,7,34,84,6.5,1010,29,9,187,5
4/29/13,0.7,27,23,11.8,6,22,27,27,25,7,60,88,13.5,1011,27,8,142,5
4/30/13,0.78,29,23,11.6,6,22,28,28,25,7,29,84,5.6,1010,29,10,126,5
5/1/13,0.68,28,22,10.2,6,22,28,28,25,6,45,86,5.1,1008,28,10,118,4
5/2/13,0.64,26,22,11.6,5,22,27,27,24,5,51,89,12.7,1009,26,9,128,3
5/3/13,0.63,29,23,11.6,6,22,28,28,25,7,44,83,4.2,1009,29,10,104,5
5/4/13,0.86,28,22,11.6,6,22,28,28,25,8,27,85,1.3,1010,28,10,147,6
5/5/13,1.18,30,23,11.6,6,22,28,28,26,10,15,81,0.3,1009,30,10,76,7
5/6/13,1.13,29,22,11.6,6,22,28,28,25,8,24,83,3.9,1008,29,10,130,5
5/7/13,0.62,29,22,11.6,6,23,28,28,25,8,41,87,10.7,1007,29,9,210,5
5/8/13,0.62,28,22,8.8,6,23,27,27,25,7,59,90,8.9,1009,28,9,192,4
5/9/13,0.58,26,23,11.6,5,23,27,27,24,6,58,91,18.3,1009,26,9,228,4
5/10/13,0.58,25,23,7.4,5,23,27,27,24,4,54,93,9.5,1009,25,8,166,3
5/11/13,0.57,25,22,7.4,5,22,26,26,24,5,66,91,5,1009,25,10,106,3
5/12/13,12.9,27,21,8.8,6,22,27,27,24,5,57,89,5.7,1010,27,10,203,3
5/13/13,11.6,27,23,8.8,6,22,27,27,25,7,62,88,4.7,1010,27,9,245,5
5/14/13,2.65,29,22,11.6,6,23,28,28,25,6,35,86,4.4,1009,29,9,152,4
5/15/13,1.1,28,23,11.6,6,23,28,28,25,9,56,88,5.7,1009,28,9,167,5
5/16/13,0.76,28,22,10.2,5,22,27,27,24,6,54,85,2.5,1010,28,10,175,3
5/17/13,0.79,26,22,11.6,6,23,28,28,25,7,43,87,6.2,1011,26,10,112,5
5/18/13,0.86,28,23,11.6,6,23,28,28,25,7,36,85,7.4,1010,28,8,181,5
5/19/13,3.17,28,22,11.6,6,23,28,28,25,7,41,87,3.7,1010,28,10,180,5
5/20/13,1.3,29,22,11.6,6,22,28,28,25,8,30,83,3.3,1010,29,10,145,5
5/21/13,0.85,28,21,8.8,6,22,27,27,25,6,43,88,5.9,1011,28,9,182,4
5/22/13,0.83,28,21,11.6,6,22,28,28,25,6,30,83,4.5,1010,28,10,103,4
5/23/13,0.82,28,22,11.6,6,22,27,27,25,6,29,85,5.2,1011,28,9,190,4
5/24/13,0.82,27,22,11.6,6,22,27,27,24,9,48,87,7,1011,27,9,219,6
5/25/13,0.87,29,22,11.6,6,22,27,27,25,7,36,83,4.8,1010,29,10,188,4
5/26/13,0.78,27,22,10.2,6,22,27,27,24,7,43,85,3.1,1011,27,9,222,5
5/27/13,0.74,26,22,11.6,5,22,27,27,24,6,39,87,3.5,1011,26,10,223,4
5/28/13,23.7,28,22,10.2,6,22,27,27,25,8,43,84,6.4,1011,28,9,200,5
5/29/13,3.75,27,22,11.6,5,21,26,26,24,8,53,85,3,1011,27,9,202,5
5/30/13,1.06,27,21,8.8,5,21,26,26,24,6,52,83,1.1,1010,27,10,196,4
5/31/13,1.61,26,22,10.2,5,22,26,26,24,6,55,88,1.6,1010,26,9,152,4
6/1/13,0.94,29,21,11.6,6,22,28,28,25,6,36,84,1.8,1009,29,10,229,4
6/2/13,1.61,29,22,11.6,6,22,28,28,25,8,23,85,4.7,1008,29,10,112,5
6/3/13,0.9,27,22,12.4,6,22,27,27,25,7,28,87,6.1,1008,27,10,237,4
6/4/13,0.81,29,22,12.4,6,22,28,28,25,7,27,83,3.4,1009,29,10,202,4
6/5/13,0.8,28,22,12.4,6,21,27,27,25,7,44,82,1.7,1009,28,10,187,5
6/6/13,0.78,29,23,12.4,6,22,28,28,25,7,31,83,2.4,1009,29,10,241,4
6/7/13,0.76,29,22,12.4,6,22,28,28,25,8,34,83,8.3,1009,29,9,193,5
6/8/13,0.73,28,22,12.4,6,22,28,28,25,9,53,86,11.3,1008,28,9,252,5
6/9/13,0.7,28,23,12.4,6,23,28,28,25,6,38,88,3.7,1008,28,9,172,4
6/10/13,0.66,28,22,12.4,6,23,28,28,25,7,33,86,5.5,1007,28,9,119,4
6/11/13,0.63,27,22,12.4,5,23,27,27,25,7,52,89,12.5,1007,27,9,102,5
6/12/13,0.6,28,23,12.4,6,23,28,28,25,8,42,87,12.5,1007,28,9,145,5
6/13/13,0.59,27,23,11.7,5,22,27,27,24,8,52,87,2.4,1008,27,9,209,5
6/14/13,2.97,29,22,12,6,21,28,28,25,8,47,79,0.1,1008,29,10,196,5
6/15/13,0.61,29,23,12,6,21,28,28,26,8,51,78,0.3,1008,29,10,142,5
